chrom	start	end	nSites	recombRate	CI95LO	CI95HI
3L	16629000	16698000	861	2.1883596583600903e-09	0	8.029885299341704e-09
3L	16698000	16767000	1233	2.2414866067442778e-09	0	8.083012247725892e-09
3L	16767000	16836000	1073	1.463116359335758e-08	4.9655263916297205e-09	2.1896713133138672e-08
3L	16836000	16905000	1051	2.4782986229419817e-09	4.527963666108269e-11	8.319824263923596e-09
3L	16905000	16974000	912	1.5823807230258827e-09	0	5.858377191043122e-09
3L	16974000	17043000	797	3.8459860045100284e-09	8.445760395011676e-10	1.2740250751438143e-08
3L	17043000	17112000	542	4.4747131917818216e-09	1.12741444249186e-09	1.3944253454822517e-08
3L	17112000	17181000	753	3.6771887615133444e-09	8.286781785488082e-10	1.2559469183797683e-08
3L	17181000	17250000	792	4.133251999573838e-09	9.05277178799645e-10	1.3148993086600025e-08
3L	17250000	17319000	700	0	0	2.404525121235679e-08
3L	17319000	17388000	660	7.640728548437378e-10	0	5.05361348864989e-09
3L	17388000	17457000	640	1.534226037395056e-09	0	5.810222505412295e-09
3L	17457000	17526000	630	1.4884277572886378e-09	0	5.764424225305877e-09
3L	17526000	17595000	571	1.0800105181364552e-08	3.091940741296719e-09	2.014983803596672e-08
3L	17595000	17664000	679	6.718610470558038e-09	1.4505538129877962e-09	1.8280126126513684e-08
3L	17664000	17733000	926	2.6373528326114028e-09	2.4110278977601205e-10	8.93085934854226e-09
3L	17733000	17802000	910	0	0	2.404525121235679e-08
3L	17802000	17871000	650	3.8242122783440715e-09	8.228023133352107e-10	1.2718477025272186e-08
3L	17871000	17940000	853	0	0	2.404525121235679e-08
3L	17940000	18009000	820	0	0	2.404525121235679e-08
3L	18009000	18078000	1065	7.41833903179931e-10	0	4.5847423390936575e-09
3L	18078000	18147000	1469	2.212871667018185e-09	0	8.054397307999799e-09
3L	18147000	18216000	1332	1.4697764369176545e-09	0	5.7457729049348936e-09
3L	18216000	18285000	1474	3.0833502187086874e-09	5.699604779317147e-10	9.907102404233908e-09
3L	18285000	18354000	1418	5.870682352207046e-09	1.3745307456259236e-09	1.601146558756432e-08
3L	18354000	18423000	1399	1.6674050669590153e-08	6.795990166690966e-09	2.3328636085633952e-08
3L	18423000	18492000	899	1.3121777127104027e-09	0	5.844409413759174e-09
3L	18492000	18561000	742	0	0	2.404525121235679e-08
3L	18561000	18630000	1106	7.274888072038882e-10	0	4.570397243117615e-09
3L	18630000	18699000	896	3.0166093564249023e-09	5.032196156479296e-10	9.840361541950123e-09
3L	18699000	18768000	844	7.28096851156076e-09	1.782482978010281e-09	1.7763459875377604e-08
3L	18768000	18837000	583	2.5577898895522883e-09	1.615398467168976e-10	8.851296405483145e-09
3L	18837000	18906000	1107	1.8618405343462263e-09	0	6.137837002363465e-09
3L	18906000	18975000	1079	2.5660477130480515e-08	1.725523451745063e-08	3.0468259080813897e-08
3L	18975000	19044000	801	5.9801496313421225e-09	1.4839980247610003e-09	1.6120932866699392e-08
3L	19044000	19113000	732	3.410632364831051e-09	6.93759349379625e-10	1.1237377661144269e-08
3L	19113000	19182000	697	3.4288530462305958e-09	5.803424632660597e-10	1.2311133468514933e-08
3L	19182000	19251000	917	5.476773673080175e-09	1.3815367679362692e-09	1.5920402967778727e-08
3L	19251000	19320000	675	1.9363111413555865e-09	0	7.085229632926537e-09
3L	19320000	19389000	759	4.002874540864377e-09	1.0014645758555159e-09	1.2897139287792491e-08
3L	19389000	19458000	661	1.089586582818572e-08	2.664027128606278e-09	2.0161661292416284e-08
3L	19458000	19527000	664	6.3216919612836565e-09	1.2729609058377577e-09	1.6871669253057526e-08
3L	19527000	19596000	494	5.8167781718767696e-09	1.3206265652956473e-09	1.595756140723404e-08
3L	19596000	19665000	502	3.397677750284567e-09	6.808047348331408e-10	1.1224423046597785e-08
3L	19665000	19734000	329	2.721309607134525e-09	3.2505956429913415e-10	9.014816123065381e-09
3L	19734000	19803000	146	7.534029622370376e-09	1.8018637692808213e-09	1.825398161512515e-08
3L	19803000	19872000	213	7.309472257699192e-09	1.8109867241487136e-09	1.779196362151604e-08
3L	19872000	19941000	351	3.5577174289912805e-09	7.092068460267443e-10	1.243999785127562e-08
3L	19941000	20010000	476	1.2712369020952526e-08	4.069064637625805e-09	2.107200666973297e-08
3L	20010000	20079000	556	2.7626027681713544e-09	2.4921302739438176e-10	9.586354953696575e-09
3L	20079000	20148000	491	8.969468152573372e-09	2.1190252507443604e-09	1.999824071444522e-08
3L	20148000	20217000	471	1.0803308117340132e-08	2.5714694177606905e-09	2.0069103581570696e-08
3L	20217000	20286000	410	5.31496467283659e-09	1.3742746318877095e-09	1.4737057512109567e-08
3L	20286000	20355000	405	4.041846208588835e-09	1.0404362435799744e-09	1.293611095551695e-08
3L	20355000	20424000	456	7.497621584583698e-09	1.7654557314941434e-09	1.821757357733847e-08
3L	20424000	20493000	466	1.456296179956766e-09	0	5.732292647974005e-09
3L	20493000	20562000	430	1.870393560887527e-09	0	7.019312052458478e-09
3L	20562000	20631000	423	3.2745347830345287e-09	5.576617675831025e-10	1.1101280079347746e-08
3L	20631000	20700000	466	0	0	2.404525121235679e-08
3L	20700000	20769000	443	5.665454028581872e-09	1.5702171234379657e-09	1.610908332328042e-08
3L	20769000	20838000	386	1.0842234577570616e-08	2.6103958779911744e-09	2.0108030041801182e-08
3L	20838000	20907000	593	2.7247734558653518e-09	3.2852341302996104e-10	9.018279971796208e-09
3L	20907000	20976000	526	5.731904552053424e-09	1.6366676469095184e-09	1.6175533846751976e-08
3L	20976000	21045000	355	6.8665080506574364e-09	1.598451393087195e-09	1.8428023706613085e-08
3L	21045000	21114000	416	3.1514255108110545e-09	4.345524953596283e-10	1.0978170807124272e-08
3L	21114000	21183000	421	5.529248622700342e-09	1.4340117175564356e-09	1.597287791739889e-08
3L	21183000	21252000	360	6.694693409625377e-10	0	4.512377776876264e-09
3L	21252000	21321000	353	0	0	2.404525121235679e-08
3L	21321000	21390000	373	1.6837847823040824e-09	0	5.9597812503213215e-09
3L	21390000	21459000	450	1.6235141018922526e-10	0	2.4207602622546015e-08
3L	21459000	21528000	336	5.061009454862436e-10	0	4.6536266905547356e-09
3L	21528000	21597000	344	1.4878661735125626e-09	0	5.763862641529802e-09
3L	21597000	21666000	402	2.360467115046054e-09	0	8.201992756027668e-09
3L	21666000	21735000	333	0	0	2.404525121235679e-08
3L	21735000	21804000	530	7.413760279302511e-09	1.681594426212956e-09	1.8133712272057284e-08
3L	21804000	21873000	463	6.533440244163378e-10	0	4.496252460330064e-09
3L	21873000	21942000	419	1.2869311524732036e-09	0	5.819162853521975e-09
3L	21942000	22011000	435	1.320093797617947e-09	0	5.8523254986667184e-09
3L	22011000	22080000	308	0	0	2.404525121235679e-08
3L	22080000	22149000	493	5.109754098886145e-09	1.1690640579372647e-09	1.4531846938159122e-08
3L	22149000	22218000	477	5.525872942622359e-09	1.4306360374784529e-09	1.5969502237320907e-08
3L	22218000	22287000	381	2.2313140782244665e-09	0	8.07283971920608e-09
3L	22287000	22356000	344	2.091364421929724e-09	0	7.240282913500674e-09
3L	22356000	22425000	538	1.9415451021485994e-09	0	7.09046359371955e-09
3L	22425000	22494000	516	1.8391233474364666e-09	0	6.115119815453706e-09
3L	22494000	22563000	452	9.854315900370259e-09	2.8617520168913505e-09	1.9790771070149182e-08
3L	22563000	22632000	402	3.557848839594881e-09	7.09338256630345e-10	1.244012926187922e-08
3L	22632000	22701000	366	2.804272284356073e-09	2.9088254357910037e-10	9.628024469881293e-09
3L	22701000	22770000	251	1.4765581225975297e-09	0	5.752554590614769e-09
3L	22770000	22839000	205	8.77768859812654e-10	0	5.1673094936188064e-09
3L	22839000	22908000	329	2.5630384515234808e-09	1.6678840868809005e-10	8.856544967454337e-09
3L	22908000	22977000	350	1.2938830216044044e-10	0	4.2769140472289325e-09
3L	22977000	23046000	270	1.793719404772539e-09	0	6.9426378963434895e-09
3L	23046000	23115000	156	3.0925961339979754e-09	5.792063932210028e-10	9.916348319523196e-09
3L	23115000	23184000	99	4.588968534191708e-09	1.2416697849017463e-09	1.4058508797232404e-08
3L	23184000	23253000	209	0	0	2.404525121235679e-08
3L	23253000	23322000	110	8.504230994204884e-10	0	5.139963733226641e-09
3L	23322000	23391000	62	3.237776878555356e-09	5.209038631039299e-10	1.1064522174868574e-08
3L	23391000	23460000	72	3.0569894762597548e-09	5.435997354827821e-10	9.880741661784975e-09
3L	23529000	23598000	72	1.8639454559706407e-09	0	7.012863947541591e-09
3L	23598000	23667000	79	7.813314474500558e-10	0	5.070872081256208e-09
3L	23667000	23736000	79	2.4560387715004744e-09	5.978872866508371e-11	8.749545287431331e-09
3L	23736000	23805000	97	3.257243618569199e-09	5.403706031177728e-10	1.1083988914882417e-08
3L	23805000	23874000	102	4.651263811998827e-09	7.41973453903763e-10	1.4698973587305935e-08
3L	23874000	23943000	73	2.999354133321242e-09	4.859643925442692e-10	9.823106318846462e-09
3L	23943000	24012000	85	4.2880379662705655e-09	1.0600631454963725e-09	1.3303779053296753e-08
3L	24012000	24081000	74	2.3941846049615607e-09	0	8.235710245943175e-09
3L	24081000	24150000	55	3.737793520546642e-09	7.363835555377808e-10	1.2632058267474756e-08
3L	24150000	24219000	95	2.7990720185896242e-09	2.856822778126516e-10	9.622824204114844e-09
3L	24219000	24288000	57	3.045520812384764e-09	5.321310716077913e-10	9.869272997909984e-09
3L	24288000	24357000	102	2.1798718811685013e-09	0	8.021397522150116e-09
3L	24495000	24564000	120	1.2674689051295691e-09	0	5.7997006061783405e-09
3L	24702000	24771000	109	5.055801012556464e-10	0	4.348488537169373e-09
3L	25116000	25185000	61	2.87869336636145e-09	3.6530362558447743e-10	9.70244555188667e-09
3L	25323000	25392000	54	3.264522867474674e-09	5.476498520232476e-10	1.1091268163787892e-08
3L	25392000	25461000	71	2.7322043323903677e-09	3.35954289554977e-10	9.025710848321224e-09
3L	25461000	25530000	95	1.8012726009290518e-09	0	6.077269068946291e-09
3L	25599000	25668000	69	2.8694721607583093e-09	3.5608241998133663e-10	9.69322434628353e-09
3L	25944000	26013000	59	2.7783541639406086e-09	3.8210412110521784e-10	9.071860679871465e-09
3L	26289000	26358000	55	3.680387542701865e-09	8.318769597373287e-10	1.2562667964986204e-08
3L	26703000	26772000	54	4.642952459418185e-09	1.2956537101282237e-09	1.4112492722458881e-08
3L	27117000	27186000	99	3.1314162808695243e-09	4.145432654180981e-10	1.0958161577182742e-08
3L	27186000	27255000	51	4.498095293882454e-09	1.1507965445924924e-09	1.396763555692315e-08
3L	27393000	27462000	52	3.4269650015754328e-09	5.784544186108966e-10	1.230924542385977e-08
3L	27600000	27669000	51	2.775458543973248e-09	2.6206880319627524e-10	9.599210729498468e-09
3L	27945000	28014000	54	3.474182965467767e-09	6.256723825032307e-10	1.2356463387752106e-08
3R	745200	807300	323	0	0	2.404525121235679e-08
3R	1179900	1242000	61	2.9918232948840843e-09	4.784335541071117e-10	9.815575480409305e-09
3R	1428300	1490400	51	4.118212786050567e-09	8.902379652763738e-10	1.3133953873076754e-08
3R	1552500	1614600	54	3.0940270494594133e-09	5.806373086824406e-10	9.917779234984634e-09
3R	2484000	2546100	68	3.434611992069428e-09	7.177389766180018e-10	1.1261357288382646e-08
3R	2856600	2918700	77	3.4571225161495944e-09	7.402495006981682e-10	1.1283867812462812e-08
3R	2980800	3042900	62	2.8490484819900365e-09	3.356587412130639e-10	9.672800667515257e-09
3R	3850200	3912300	77	2.5504162945724313e-09	1.5416625173704055e-10	8.843922810503288e-09
3R	4160700	4222800	84	1.8773323843930144e-09	0	6.153328852410253e-09
3R	4222800	4284900	106	7.30167561815762e-10	0	4.5730759977294885e-09
3R	4284900	4347000	68	2.9532335041273567e-09	4.39843763350384e-10	9.776985689652577e-09
3R	4347000	4409100	68	2.6778025888344886e-09	2.815525459990979e-10	8.971309104765345e-09
3R	4409100	4471200	115	0	0	2.404525121235679e-08
3R	4471200	4533300	151	1.4892656402825413e-09	0	5.76526210829978e-09
3R	4533300	4595400	186	4.032274574709423e-09	1.0308646097005618e-09	1.2926539321637537e-08
3R	4595400	4657500	164	9.573935770871374e-10	0	5.24693421089329e-09
3R	4657500	4719600	263	3.2586711645279793e-09	5.417981490765531e-10	1.1085416460841197e-08
3R	4719600	4781700	192	4.891125315405874e-09	1.5438265661159125e-09	1.436066557844657e-08
3R	4781700	4843800	217	2.3037988193699402e-09	0	8.145324460351554e-09
3R	4843800	4905900	236	6.552058118899577e-09	1.5033270634536786e-09	1.7102035410673447e-08
3R	4905900	4968000	241	7.528906855165025e-09	1.7967410020754702e-09	1.82488588479198e-08
3R	4968000	5030100	377	1.4184194715399799e-08	4.525877214073291e-09	2.168249114360978e-08
3R	5030100	5092200	323	1.2882665510356595e-08	4.239361127029874e-09	2.1242303159137043e-08
3R	5092200	5154300	376	4.2670535439239733e-10	0	4.574231099460889e-09
3R	5154300	5216400	350	3.542051487973909e-09	6.935409050093731e-10	1.2424331910258248e-08
3R	5216400	5278500	295	4.310301393489258e-09	1.0823265727150646e-09	1.3326042480515445e-08
3R	5278500	5340600	308	3.786734423463972e-09	7.853244584551115e-10	1.2680999170392088e-08
3R	5340600	5402700	219	7.718873179872292e-09	1.6653096627445783e-09	1.8482852620980804e-08
3R	5402700	5464800	332	1.9233385561282685e-09	0	7.072257047699219e-09
3R	5464800	5526900	283	2.1770628391205777e-09	0	8.018588480102192e-09
3R	5526900	5589000	133	6.680204548202661e-10	0	4.510928890733993e-09
3R	5589000	5651100	214	6.4126852402284325e-09	1.7353812738678642e-09	1.6095804613222473e-08
3R	5651100	5713200	200	8.257281206230881e-09	1.75709721516588e-09	1.8528663262234963e-08
3R	5713200	5775300	289	1.9027636114395154e-08	9.28024228897404e-09	2.488651678390217e-08
3R	5775300	5837400	228	1.6865590061578893e-09	0	5.962555474175128e-09
3R	5837400	5899500	346	1.0218100474501463e-08	3.1794494569135243e-09	2.0639274797984236e-08
3R	5899500	5961600	477	2.248187431998044e-08	1.30486941496542e-08	2.8183026847828745e-08
3R	5961600	6023700	335	1.0316631430441293e-08	2.403107327765086e-09	2.0011818750077323e-08
3R	6023700	6085800	472	3.1855669570118535e-08	2.3360060553839432e-08	3.606952434634347e-08
3R	6085800	6147900	451	8.95517416072095e-09	2.1047312588919385e-09	1.9983946722592797e-08
3R	6147900	6210000	313	3.4721927125653605e-09	6.236821296008244e-10	1.2354473134849698e-08
3R	6210000	6272100	266	5.680784541813629e-10	0	4.715604199249855e-09
3R	6272100	6334200	325	5.586666071133739e-09	1.4914291659898333e-09	1.603029536583229e-08
3R	6334200	6396300	271	1.0433313376347596e-08	2.5197892736713898e-09	2.0128500695983627e-08
3R	6396300	6458400	348	4.754312275878632e-09	1.4070135265886702e-09	1.4223852538919327e-08
3R	6458400	6520500	361	1.2804840894596337e-08	3.840196978509025e-09	2.066638004759425e-08
3R	6520500	6582600	455	0	0	2.404525121235679e-08
3R	6582600	6644700	426	2.7948096917471397e-09	3.98559648911749e-10	9.088316207677996e-09
3R	6644700	6706800	387	4.963963205441239e-09	1.0546728473461756e-09	1.5011672980748348e-08
3R	6706800	6768900	404	3.4794416359469287e-09	6.309310529823926e-10	1.2361722058231268e-08
3R	6768900	6831000	482	1.3714640715145634e-10	0	2.4182397619508246e-08
3R	6831000	6893100	493	1.0310356053275522e-08	3.271705035687584e-09	2.0731530376758295e-08
3R	6893100	6955200	408	1.3059706618279815e-08	4.095062702192503e-09	2.092124577127773e-08
3R	6955200	7017300	483	6.260038346134772e-09	1.5827343797742037e-09	1.5943157719128815e-08
3R	7017300	7079400	512	8.398781607067838e-09	1.943272657446846e-09	1.8696849472189945e-08
3R	7079400	7141500	295	6.809593450210199e-10	0	4.523867780934746e-09
3R	7141500	7203600	385	1.7513455148059995e-08	7.408199116104106e-09	2.3887309880959525e-08
3R	7203600	7265700	432	7.265578537812419e-09	1.5334126847228646e-09	1.7985530530567193e-08
3R	7265700	7327800	411	1.1341681467855504e-08	2.8679756197444804e-09	2.0791561501895854e-08
3R	7327800	7389900	349	7.58979289994744e-10	0	5.0485199238008965e-09
3R	7389900	7452000	542	1.1476689015542667e-08	3.002983167431643e-09	2.0926569049583017e-08
3R	7452000	7514100	452	1.02906899102812e-08	2.377165807604993e-09	1.998587722991723e-08
3R	7514100	7576200	339	0	0	2.404525121235679e-08
3R	7576200	7638300	591	0	0	2.404525121235679e-08
3R	7638300	7700400	549	8.239017940249167e-09	1.7388339491841657e-09	1.851039999625325e-08
3R	7700400	7762500	377	6.644322483907589e-09	1.3762658263373477e-09	1.8205838139863237e-08
3R	7762500	7824600	465	5.00415182520845e-09	1.0948614671133864e-09	1.505186160051556e-08
3R	7824600	7886700	384	2.845773325407971e-09	3.3238358463099823e-10	9.669525510933191e-09
3R	7886700	7948800	338	1.1534776152629032e-08	3.0610703045180085e-09	2.098465618666938e-08
3R	7948800	8010900	447	1.1087947135035322e-08	2.85610843545588e-09	2.0353742599265886e-08
3R	8010900	8073000	528	3.7850937145833825e-09	9.365831316188464e-10	1.266737413686772e-08
3R	8073000	8135100	298	6.97061950532009e-09	1.7025628477498487e-09	1.8532135161275738e-08
3R	8135100	8197200	396	8.626456151649793e-09	1.7760132498207811e-09	1.965522871352164e-08
3R	8197200	8259300	434	1.1537832712726261e-08	3.0641268646152376e-09	2.098771274676661e-08
3R	8259300	8321400	385	5.6687076239743416e-09	1.1725560173932193e-09	1.580949085933161e-08
3R	8321400	8383500	326	0	0	2.404525121235679e-08
3R	8383500	8445600	390	4.189002667359847e-09	9.610278465856541e-10	1.3204743754386034e-08
3R	8445600	8507700	480	5.037904133318072e-09	1.1286137752230082e-09	1.508561390862518e-08
3R	8507700	8569800	529	5.325100698410957e-09	1.3844106574620761e-09	1.4747193537683933e-08
3R	8569800	8631900	389	6.18283854760538e-09	1.5055345812448113e-09	1.586595792059942e-08
3R	8631900	8694000	381	1.1078761028418185e-08	2.846922328838743e-09	2.0344556492648747e-08
3R	8694000	8756100	371	3.669483832105605e-09	8.20973249141069e-10	1.2551764254389944e-08
3R	8756100	8818200	380	9.587521207159833e-09	2.5949573236809243e-09	1.9523976376938756e-08
3R	8818200	8880300	407	5.692084892827095e-09	1.5968479876831886e-09	1.6135714187525644e-08
3R	8880300	8942400	382	5.575849967606547e-09	1.4806130624626407e-09	1.6019479262305097e-08
3R	8942400	9004500	375	5.483416085983582e-09	1.3881791808396761e-09	1.5927045380682132e-08
3R	9004500	9066600	379	3.3816243164617055e-09	6.647513010102793e-10	1.1208369612774923e-08
3R	9066600	9128700	548	2.05485410779346e-08	1.0101306444985877e-08	2.6313701604684066e-08
3R	9128700	9190800	510	2.485690394877203e-09	8.944035204181238e-11	8.77919691080806e-09
3R	9190800	9252900	410	4.876110724263489e-09	9.668203661684258e-10	1.49238204995706e-08
3R	9252900	9315000	524	1.4063593757112162e-08	4.4052762557856535e-09	2.1561890185322143e-08
3R	9315000	9377100	494	8.162631876611305e-09	1.6624478855463033e-09	1.843401393261539e-08
3R	9377100	9439200	418	1.0885741595870651e-08	2.653902896291209e-09	2.0151537060101215e-08
3R	9439200	9501300	407	7.830649691494586e-09	1.7770861743668724e-09	1.8594629132603097e-08
3R	9501300	9563400	317	1.4196165512462988e-09	0	5.95184825229507e-09
3R	9563400	9625500	463	6.439165600021667e-09	1.7618616336610985e-09	1.612228497301571e-08
3R	9625500	9687600	384	4.689235947907132e-09	1.3419371986171703e-09	1.4158776210947827e-08
3R	9687600	9749700	237	7.793378250449919e-10	0	5.068878458851144e-09
3R	9749700	9811800	153	9.149445826212267e-10	0	5.204485216427379e-09
3R	9811800	9873900	358	1.1521104223785983e-08	2.274269725685941e-09	2.0313642388001088e-08
3R	9873900	9936000	542	1.522900327175467e-08	5.379023706430708e-09	2.2371357002426075e-08
3R	9936000	9998100	349	8.831739731491129e-09	1.981296829662117e-09	1.9860512293362977e-08
3R	9998100	10060200	444	7.692057554564741e-09	1.6384940374370272e-09	1.8456036995673252e-08
3R	10060200	10122300	422	4.671507783958757e-09	7.622174258636931e-10	1.4719217559265865e-08
3R	10122300	10184400	532	2.2128930072016746e-09	0	8.054418648183289e-09
3R	10184400	10246500	395	2.4731567618882443e-09	4.013777560734531e-11	8.314682402869858e-09
3R	10246500	10308600	376	4.806286767049057e-09	8.969964089539938e-10	1.4853996542356166e-08
3R	10308600	10370700	274	5.191298309507249e-09	1.2506082685583686e-09	1.4613391148780226e-08
3R	10370700	10432800	564	6.2556007111362325e-09	1.5782967447756642e-09	1.5938720084130275e-08
3R	10432800	10494900	566	3.79748538327314e-09	7.960754182642792e-10	1.2691750130201254e-08
3R	10494900	10557000	458	8.749102678841783e-09	1.898659777012771e-09	1.977787524071363e-08
3R	10557000	10619100	418	4.200507272596507e-09	9.725324518223142e-10	1.3216248359622694e-08
3R	10619100	10681200	652	7.510108961428488e-09	1.777943108338933e-09	1.823006095418326e-08
3R	10681200	10743300	811	8.732346324046304e-10	0	5.162775266210783e-09
3R	10743300	10805400	584	1.797011303236199e-09	0	6.073007771253438e-09
3R	10805400	10867500	520	1.4321389860141455e-08	4.475230794289833e-09	2.1373014344474727e-08
3R	10867500	10929600	643	7.999182918584856e-09	1.4989989275198543e-09	1.827056497458894e-08
3R	10929600	10991700	560	2.6142425370583902e-09	2.179924942229995e-10	8.907749052989247e-09
3R	10991700	11053800	824	1.72812641972705e-09	0	6.8770449112980005e-09
3R	11053800	11115900	778	1.4242192918750032e-09	0	5.956450992923775e-09
3R	11115900	11178000	938	5.996488911307006e-09	1.500337304725884e-09	1.613727214666428e-08
3R	11178000	11240100	700	6.363272045355423e-09	1.685968078994855e-09	1.6046391418349466e-08
3R	11240100	11302200	686	1.2683138866199746e-08	4.039834482873024e-09	2.104277651498019e-08
3R	11302200	11364300	591	5.543787465079131e-09	1.448550559935225e-09	1.598741675977768e-08
3R	11364300	11426400	403	0	0	2.404525121235679e-08
3R	11426400	11488500	543	2.8467729445293833e-09	3.333832037524107e-10	9.670525130054604e-09
3R	11488500	11550600	575	4.4875846919294454e-09	1.1402859426394838e-09	1.3957124954970141e-08
3R	11550600	11612700	496	1.7834839788698062e-09	0	6.932402470440757e-09
3R	11612700	11674800	575	7.143979134727831e-09	1.645493601177352e-09	1.7626470498544676e-08
3R	11674800	11736900	676	5.77126146624827e-09	1.6760245611043637e-09	1.621489076094682e-08
3R	11736900	11799000	272	1.948122371333983e-09	0	7.097040862904934e-09
3R	11799000	11861100	674	4.503926779813211e-09	1.1566280305232497e-09	1.3973467042853907e-08
3R	11861100	11923200	774	5.675443259784578e-09	1.179291653203456e-09	1.581622649514185e-08
3R	11923200	11985300	650	4.506754915709521e-09	1.1594561664195596e-09	1.3976295178750217e-08
3R	11985300	12047400	780	4.834154887658232e-09	1.4868561383682706e-09	1.4303695150698928e-08
3R	12047400	12109500	759	4.264893975690987e-09	1.0369191549167941e-09	1.3280635062717173e-08
3R	12109500	12171600	861	2.436979741308062e-09	4.0729698472671415e-11	8.730486257238919e-09
3R	12171600	12233700	631	6.630684090828424e-10	0	4.505976844996569e-09
3R	12233700	12295800	779	2.248152606166281e-09	0	8.089678247147895e-09
3R	12295800	12357900	719	1.4628622174666277e-09	0	5.738858685483867e-09
3R	12357900	12420000	463	0	0	2.404525121235679e-08
3R	12420000	12482100	207	2.824952045326237e-09	3.1156230454926426e-10	9.648704230851457e-09
3R	12482100	12544200	350	6.855048933706638e-09	1.5869922761363965e-09	1.8416564589662286e-08
3R	12544200	12606300	725	4.816060658393116e-09	1.468761909103154e-09	1.4285600921433811e-08
3R	12606300	12668400	638	3.437026336507582e-09	5.88515753543046e-10	1.2319306758791921e-08
3R	12668400	12730500	598	3.953574224330359e-09	9.521642593214982e-10	1.2847838971258473e-08
3R	12730500	12792600	792	4.7894067692130735e-09	1.4421080199231119e-09	1.4258947032253769e-08
3R	12792600	12854700	733	3.5334974438967445e-09	6.849868609322084e-10	1.2415777866181082e-08
3R	12854700	12916800	755	4.842979615115464e-09	1.4956808658255027e-09	1.431251987815616e-08
3R	12916800	12978900	730	5.18717403825576e-09	1.246483997306879e-09	1.4609266877528736e-08
3R	12978900	13041000	510	9.100173138010413e-09	2.165780588947606e-09	1.9342482050122166e-08
3R	13041000	13103100	693	2.050483582056161e-08	1.005760118761289e-08	2.6269996347311078e-08
3R	13103100	13165200	720	4.586484087566355e-09	1.239185338276393e-09	1.405602435060705e-08
3R	13165200	13227300	804	1.1191274582614559e-09	0	5.408668092067608e-09
3R	13227300	13289400	764	5.732375499835446e-09	1.2362238932543236e-09	1.587315873519272e-08
3R	13289400	13351500	1009	4.654729907064759e-09	7.45439548969695e-10	1.4702439682371867e-08
3R	13351500	13413600	981	2.2413776594917193e-09	0	8.082903300473334e-09
3R	13413600	13475700	736	1.9451785491798013e-09	0	7.094097040750752e-09
3R	13475700	13537800	734	6.800596004341714e-09	1.7518649488958153e-09	1.7350573296115585e-08
3R	13537800	13599900	874	2.4522941335980418e-08	1.4856955013520233e-08	2.967766580547203e-08
3R	13599900	13662000	578	5.100036453224954e-09	1.1593464122760736e-09	1.4522129292497931e-08
3R	13662000	13724100	773	1.2276099350389142e-09	0	5.759841636087686e-09
3R	13724100	13786200	1006	5.614571168966875e-09	1.519334263822969e-09	1.6058200463665427e-08
3R	13786200	13848300	991	1.4169335015743722e-08	4.3231759498921e-09	2.1220959500076995e-08
3R	13848300	13910400	1010	5.604499163942981e-09	1.5092622587990747e-09	1.604812845864153e-08
3R	13910400	13972500	1057	3.4173769859817047e-09	7.005039705302785e-10	1.1244122282294923e-08
3R	13972500	14034600	772	1.8421436506158806e-09	0	6.991062142186831e-09
3R	14034600	14096700	1083	3.872355732299376e-09	8.709457672905155e-10	1.276662047922749e-08
3R	14096700	14158800	1045	1.9758589940342964e-09	0	7.124777485605247e-09
3R	14158800	14220900	824	2.1896715180609986e-09	0	8.031197159042613e-09
3R	14220900	14283000	793	6.585846929954645e-09	1.5371158745087466e-09	1.7135824221728515e-08
3R	14283000	14345100	1075	3.5926501861982115e-09	7.441396032336754e-10	1.247493060848255e-08
3R	14345100	14407200	958	3.213458054716231e-09	4.965850392648048e-10	1.1040203351029449e-08
3R	14407200	14469300	1035	1.1146454898369968e-08	2.9146161987905263e-09	2.0412250362600532e-08
3R	14469300	14531400	913	2.4947150461587183e-09	9.84650033233276e-11	8.788221562089575e-09
3R	14531400	14593500	1057	3.336823713883315e-10	0	4.4812081164568235e-09
3R	14593500	14655600	773	2.8471548214971125e-09	3.337650807201399e-10	9.670907007022333e-09
3R	14655600	14717700	1043	5.657579900186253e-10	0	4.713283735087117e-09
3R	14717700	14779800	1075	4.586922122911692e-09	1.2396233736217303e-09	1.4056462385952387e-08
3R	14779800	14841900	978	5.190266631899708e-10	0	4.361935099103697e-09
3R	14841900	14904000	712	5.394436029529317e-10	0	4.382352038866658e-09
3R	14904000	14966100	876	1.45818275548443e-09	0	5.9904144565332015e-09
3R	14966100	15028200	942	2.332771947723163e-10	0	2.4278528407129106e-08
3R	15028200	15090300	927	3.088494326097528e-09	5.751045853205555e-10	9.912246511622748e-09
3R	15090300	15152400	708	2.519119230731807e-09	1.2286918789641634e-10	8.812625746662664e-09
3R	15152400	15214500	888	2.286076358564585e-09	0	8.1276019995462e-09
3R	15214500	15276600	487	0	0	2.404525121235679e-08
3R	15276600	15338700	615	1.5617784606168182e-09	0	5.837774928634057e-09
3R	15338700	15400800	566	2.212654895680619e-09	0	8.054180536662233e-09
3R	15400800	15462900	803	6.528685002139362e-09	1.479953946693463e-09	1.707866229391323e-08
3R	15462900	15525000	841	5.636683870727476e-09	1.1405322641463534e-09	1.5777467106084745e-08
3R	15525000	15587100	632	0	0	2.404525121235679e-08
3R	15587100	15649200	889	2.217514841678767e-09	0	8.059040482660381e-09
