chrom	start	end	nSites	recombRate
3R	27982500	28035800	1088	6.622189238986298e-09
3R	28035800	28089100	864	6.237634566782897e-09
3R	28089100	28142400	1126	5.021158122698812e-09
3R	28142400	28195700	839	2.8452028996482433e-09
3R	28195700	28249000	874	1.5871879521324764e-08
3R	28249000	28302300	905	1.0754282695394256e-08
3R	28302300	28355600	825	1.498932627650371e-08
3R	28355600	28408900	922	1.82377088393627e-08
3R	28408900	28462200	911	1.658318305839936e-08
3R	28462200	28515500	716	4.148664539723536e-09
3R	28515500	28568800	811	3.7769457643857575e-09
3R	28568800	28622100	811	1.170875739207213e-08
3R	28622100	28675400	1184	6.603604258963903e-09
3R	28675400	28728700	903	2.6567103484263846e-09
3R	28728700	28782000	874	1.9569000717206098e-08
3R	28782000	28835300	963	1.689843361596517e-08
3R	28835300	28888600	1117	1.6653136264207808e-08
3R	28888600	28941900	969	1.2053177891843848e-08
3R	28941900	28995200	1093	1.6948328195068014e-08
3R	28995200	29048500	793	5.858105971594716e-09
3R	29048500	29101800	816	2.782611547375209e-09
3R	29101800	29155100	721	8.122897331476254e-09
3R	29155100	29208400	1149	9.85416091595369e-09
3R	29208400	29261700	946	6.759179163953221e-09
3R	29261700	29315000	1398	1.1145067514903215e-08
3R	29315000	29368300	1331	1.3044514904377578e-08
3R	29368300	29421600	1378	2.4251329199751706e-08
3R	29421600	29474900	1142	1.9812581881072176e-08
3R	29474900	29528200	1131	1.717269893912154e-08
3R	29528200	29581500	1219	1.4018251200904938e-08
3R	29581500	29634800	1305	2.6773736332965463e-08
3R	29634800	29688100	1415	8.020391754037685e-09
3R	29688100	29741400	1492	2.252189117758332e-08
3R	29741400	29794700	958	1.3058205211777094e-08
3R	29794700	29848000	885	7.42536446714842e-09
3R	29848000	29901300	798	2.8183927665924117e-08
3R	29901300	29954600	1202	2.0677805924917493e-08
3R	29954600	30007900	1365	2.6340366902892957e-08
3R	30007900	30061200	1125	1.3417613707818616e-08
3R	30061200	30114500	1294	1.3720510419610454e-08
3R	30114500	30167800	1466	2.6486733349006097e-08
3R	30167800	30221100	1613	2.8898687476897703e-08
3R	30221100	30274400	1722	2.5346586501819232e-08
3R	30274400	30327700	1022	2.714211190985775e-08
3R	30327700	30381000	975	2.1681681905507542e-08
3R	30381000	30434300	1058	3.271545296550905e-09
3R	30434300	30487600	1437	9.26949822100627e-09
3R	30487600	30540900	1585	7.000288740911848e-09
3R	30540900	30594200	1209	7.168297998014225e-09
3R	30594200	30647500	1647	1.1700801504678311e-08
3R	30647500	30700800	1100	9.461372320453362e-09
3R	30700800	30754100	1253	1.5462868369779478e-08
3R	30754100	30807400	946	4.011436620535292e-09
3R	30807400	30860700	1206	1.8534536134543472e-08
3R	30860700	30914000	951	8.40835166109498e-09
3R	30914000	30967300	1117	4.2250742199843315e-09
3R	30967300	31020600	1094	5.545929741040711e-09
3R	31020600	31073900	1126	5.6425283244647565e-09
3R	31073900	31127200	944	2.1891430662388697e-09
3R	31127200	31180500	1231	4.432976271492977e-09
3R	31180500	31233800	825	6.11280490579737e-09
3R	31233800	31287100	935	5.931801840971622e-09
3R	31287100	31340400	992	8.975952087862589e-09
3R	31340400	31393700	987	1.6966190873908044e-08
3R	31393700	31447000	701	7.2159848211851196e-09
3R	31447000	31500300	613	5.3609755209671356e-09
3R	31500300	31553600	647	1.1270347221833329e-08
3R	31553600	31606900	449	8.651682141474383e-09
3R	31606900	31660200	771	6.713677150292758e-09
3R	31660200	31713500	527	5.558891966592533e-09
3R	31713500	31766800	390	1.4264979155875045e-09
3R	31766800	31820100	326	0
3R	31820100	31873400	476	2.0444121254381355e-09
3R	31873400	31926700	323	4.356479740260419e-09
3R	31926700	31980000	419	0
3R	31980000	32033300	268	0
3R	32033300	32079331	176	1.728183225513464e-09
